DX,Description,CMS-HCC PACE/ESRD Model Category V21,CMSHCC,"RxHCC 
Model Category V05 ","CMS-HCC 
PACE/ESRD Model 
for 2017 
Payment Year","CMS-HCC Model 
for 2017 
Payment Year","RxHCC Model 
for 2017 
Payment Year"
E133211,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",18,18,30,Yes,Yes,Yes
E133211,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",,,241,--,--,Yes
E133212,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",18,18,30,Yes,Yes,Yes
E133212,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",,,241,--,--,Yes
E133213,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",18,18,30,Yes,Yes,Yes
E133213,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",,,241,--,--,Yes
E133219,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",18,18,30,Yes,Yes,Yes
E133219,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",,,241,--,--,Yes
E13329,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,18,18,30,Yes,Yes,Yes
E13329,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,,,241,--,--,Yes
E133291,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",18,18,30,Yes,Yes,Yes
E133291,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",,,241,--,--,Yes
E133292,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",18,18,30,Yes,Yes,Yes
E133292,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",,,241,--,--,Yes
E133293,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",18,18,30,Yes,Yes,Yes
E133293,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",,,241,--,--,Yes
E133299,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",18,18,30,Yes,Yes,Yes
E133299,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",,,241,--,--,Yes
E13331,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,18,18,30,Yes,Yes,Yes
E13331,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,,,241,--,--,Yes
E133311,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",18,18,30,Yes,Yes,Yes
E133311,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",,,241,--,--,Yes
E133312,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",18,18,30,Yes,Yes,Yes
E133312,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",,,241,--,--,Yes
E133313,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",18,18,30,Yes,Yes,Yes
E133313,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",,,241,--,--,Yes
E133319,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",18,18,30,Yes,Yes,Yes
E133319,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",,,241,--,--,Yes
E13339,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,18,18,30,Yes,Yes,Yes
E13339,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,,,241,--,--,Yes
E133391,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",18,18,30,Yes,Yes,Yes
E133391,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",,,241,--,--,Yes
E133392,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",18,18,30,Yes,Yes,Yes
E133392,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",,,241,--,--,Yes
E133393,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",18,18,30,Yes,Yes,Yes
E133393,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",,,241,--,--,Yes
E133399,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",18,18,30,Yes,Yes,Yes
E133399,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",,,241,--,--,Yes
E13341,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,18,18,30,Yes,Yes,Yes
E13341,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,,,241,--,--,Yes
E133411,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",18,18,30,Yes,Yes,Yes
E133411,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",,,241,--,--,Yes
E133412,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",18,18,30,Yes,Yes,Yes
E133412,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",,,241,--,--,Yes
E133413,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",18,18,30,Yes,Yes,Yes
E133413,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",,,241,--,--,Yes
E133419,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",18,18,30,Yes,Yes,Yes
E133419,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",,,241,--,--,Yes
E13349,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,18,18,30,Yes,Yes,Yes
E13349,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,,,241,--,--,Yes
E133491,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",18,18,30,Yes,Yes,Yes
E133491,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",,,241,--,--,Yes
E133492,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",18,18,30,Yes,Yes,Yes
E133492,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",,,241,--,--,Yes
E133493,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",18,18,30,Yes,Yes,Yes
E133493,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",,,241,--,--,Yes
E133499,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",18,18,30,Yes,Yes,Yes
E133499,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",,,241,--,--,Yes
E13351,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,18,18,30,Yes,Yes,Yes
E13351,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,122,122,241,Yes,Yes,Yes
E133511,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",18,18,30,Yes,Yes,Yes
E133511,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",122,122,241,Yes,Yes,Yes
E133512,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",18,18,30,Yes,Yes,Yes
E133512,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",122,122,241,Yes,Yes,Yes
E133513,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",18,18,30,Yes,Yes,Yes
E133513,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",122,122,241,Yes,Yes,Yes
E133519,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",18,18,30,Yes,Yes,Yes
E133519,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",122,122,241,Yes,Yes,Yes
E133521,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",18,18,30,Yes,Yes,Yes
E133521,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",122,122,241,Yes,Yes,Yes
E133522,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",18,18,30,Yes,Yes,Yes
E133522,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",122,122,241,Yes,Yes,Yes
E133523,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",18,18,30,Yes,Yes,Yes
E133523,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",122,122,241,Yes,Yes,Yes
E133529,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",18,18,30,Yes,Yes,Yes
E133529,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",122,122,241,Yes,Yes,Yes
E133531,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",18,18,30,Yes,Yes,Yes
E133531,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",122,122,241,Yes,Yes,Yes
E133532,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",18,18,30,Yes,Yes,Yes
E133532,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",122,122,241,Yes,Yes,Yes
E133533,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",18,18,30,Yes,Yes,Yes
E133533,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",122,122,241,Yes,Yes,Yes
E133539,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",18,18,30,Yes,Yes,Yes
E133539,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",122,122,241,Yes,Yes,Yes
E133541,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",18,18,30,Yes,Yes,Yes
E133541,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",122,122,241,Yes,Yes,Yes
E133542,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",18,18,30,Yes,Yes,Yes
E133542,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",122,122,241,Yes,Yes,Yes
E133543,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",18,18,30,Yes,Yes,Yes
E133543,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",122,122,241,Yes,Yes,Yes
E133549,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",18,18,30,Yes,Yes,Yes
E133549,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",122,122,241,Yes,Yes,Yes
E133551,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye",18,18,30,Yes,Yes,Yes
E133551,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye",122,122,241,Yes,Yes,Yes
E133552,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye",18,18,30,Yes,Yes,Yes
E133552,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye",122,122,241,Yes,Yes,Yes
E133553,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",18,18,30,Yes,Yes,Yes
E133553,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",122,122,241,Yes,Yes,Yes
E133559,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",18,18,30,Yes,Yes,Yes
E133559,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",122,122,241,Yes,Yes,Yes
E13359,Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema,18,18,30,Yes,Yes,Yes
E13359,Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema,122,122,241,Yes,Yes,Yes
E133591,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",18,18,30,Yes,Yes,Yes
E133591,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",122,122,241,Yes,Yes,Yes
E133592,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",18,18,30,Yes,Yes,Yes
